Will we all live in the countryside in houses surrounded by forest full of animal life?	Will we all live in the countryside in houses surrounded by forest full of animal life?
Or would our house itself be alive?	Or would our house itself be alive?
With new computer technology nothing is impossible.	With new computer technology nothing is impossible.
A scintist could discover the 4th dimention and we'd get unlimited space inside the house.	A scientist could discover the 4th dimension and we'd get unlimited space inside the house.
It is already possible that very soon all household appliances will be voice-controlled.	It is already possible that very soon all household appliances will be voice-controlled.
You could tell your wardrobe what clothes you'd like to wear, your hob will cook your favourite meals and your refigerator will send orders to the supermarkets to buy the food.	You could tell your wardrobe what clothes you'd like to wear, your hob will cook your favourite meals and your refrigerator will send orders to the supermarkets to buy the food.
Recently, some students have seen an advertisment about a fashion and leisure show in London.	Recently, some students have seen an advertisement about a fashion and leisure show in London.
It will be on the 14th and we all want to go.	It will be on the 14th and we all want to go.
So, it would be great if you could give us this opportunity to watch the show.	So, it would be great if you could give us this opportunity to watch the show.
I was thinking 'what should I do?'	I was thinking 'what should I do?'
I hadn't got my mobile phone with me and I was halfway between my school and home.	I hadn't got my mobile phone with me and I was halfway between my school and home.
At that time he was unconcious.	At that time he was unconscious.
I kept asking myself 'Should I wake him up or try to use my dubious first aid skills to help with him."	I kept asking myself 'Should I wake him up or try to use my dubious first aid skills to help with him."
I was struggling because I knew if I didn't help him, he would die in a short time.	I was struggling because I knew if I didn't help him, he would die in a short time.
Many thanks in advance for your cooperation.	Many thanks in advance for your cooperation.
I look foward to hearing from you in the near future.	I look forward to hearing from you in the near future.
It was a cold, stormy, winter's night outside.	It was a cold, stormy, winter's night outside.
The wind was blowing and the heavy rain was drumming agaist our bedroom window.	The wind was blowing and the heavy rain was drumming against our bedroom window.
I could hear an owl hooting in the tree nearby.	I could hear an owl hooting in the tree nearby.
My husband and I were sitting on our bed.	My husband and I were sitting on our bed.
Peter, my husband, was a tall, strong man in his mid-forties.	Peter, my husband, was a tall, strong man in his mid-forties.
We used to recount our day before falling asleep.	We used to recount our day before falling asleep.
As a postman, Peter had to deliver letters aroud our little village.	As a postman, Peter had to deliver letters around our little village.
He knew everybody, including Mrs Rilke, an elderly, eagle-eyed retired teacher, who lived in an old cottage with her five bad-tempered dogs.	He knew everybody, including Mrs Rilke, an elderly, eagle-eyed retired teacher, who lived in an old cottage with her five bad-tempered dogs.
She had never received any letters, till that morning.	She had never received any letters, till that morning.
What do you prefer?	What do you prefer?
Do you enjoy doing nothing or do you really enjoy what you do?	Do you enjoy doing nothing or do you really enjoy what you do?
It is your desicion.	It is your decision.
I AM WRITING  WITH REFERENCE TO THE LONDON TRIP WE ARE MAKING PRERY SOON.	I AM WRITING  WITH REFERENCE TO THE LONDON TRIP WE ARE MAKING VERY SOON.
WE THINK IT IS A GREAT OPORTUNITY, BECAUSE AS YOU KNOW, WE DON'T HAVE ACCES TO THAT KIND OF SHOW IN THIS CITY.	WE THINK IT IS A GREAT OPPORTUNITY, BECAUSE AS YOU KNOW, WE DON'T HAVE ACCESS TO THAT KIND OF SHOW IN THIS CITY.
IN CASE YOU DECIDE TO CHANGE THE PROGRAMME, WE SUGGEST GOING TO THE SHOW ON TUESDAY AND ON WENSDAY, INSTED OF FREE TIME, VISITING THE SCIENCE MUSEUM.	IN CASE YOU DECIDE TO CHANGE THE PROGRAMME, WE SUGGEST GOING TO THE SHOW ON TUESDAY AND ON WEDNESDAY, INSTEAD OF FREE TIME, VISITING THE SCIENCE MUSEUM.
THOUGH WE DONT HAVE SHOPPING AND FREE TIME.	THOUGH WE DONT HAVE SHOPPING AND FREE TIME.
I WAS LIVING QUITE CLOUSE TO PORTOBELLO ROAD BUT I DIDN'T KNOW THE AREA VERY WELL BECAUSE ALL THE TIME I JUST HAD TO GET OFF AT THE COURNER OF MY STREET.	I WAS LIVING QUITE CLOSE TO PORTOBELLO ROAD BUT I DIDN'T KNOW THE AREA VERY WELL BECAUSE ALL THE TIME I JUST HAD TO GET OFF AT THE CORNER OF MY STREET.
BUT THAT DAY, AS I WAS KIND OF DRUNK, I DIDN'T REALIZE THAT THE BUS TOOK A DIFFERENT ROUTE.	BUT THAT DAY, AS I WAS KIND OF DRUNK, I DIDN'T REALIZE THAT THE BUS TOOK A DIFFERENT ROUTE.
SO, WHEN I NOTICED IT, THE DRIVER WAS ALREADY ASKING ME TO GET OFF, BECAUSE WE WERE IN THE GARAGE IN PORTOBELLO.	SO, WHEN I NOTICED IT, THE DRIVER WAS ALREADY ASKING ME TO GET OFF, BECAUSE WE WERE IN THE GARAGE IN PORTOBELLO.
I TOLD HIM I DIDN'T KNOW WHERE I WAS, BUT HE JUST SEID SORRY.	I TOLD HIM I DIDN'T KNOW WHERE I WAS, BUT HE JUST SAID SORRY.
I WAS REALLY SCARED.	I WAS REALLY SCARED.
THERE WERE SOME PEOPLE AROUN BUT I WAS AFRAID TO ASK THEM THE WAY .	THERE WERE SOME PEOPLE AROUND BUT I WAS AFRAID TO ASK THEM THE WAY .
IT WAS DANGEROUS, BUT I KNEW I HAD TO DO IT.	IT WAS DANGEROUS, BUT I KNEW I HAD TO DO IT.
AFTER FILLOWING HIM FOR 10 MINUTES, I STARTED TO RECOGNIZE THE PLACE, AND I WAS FEELING MORE CONFORTABLE.	AFTER FILLOWING HIM FOR 10 MINUTES, I STARTED TO RECOGNIZE THE PLACE, AND I WAS FEELING MORE COMFORTABLE.
I am writing to you with a request for a change in the scedule of our trip to London.	I am writing to you with a request for a change in the schedule of our trip to London.
But, first of all, I would like to thank you for the time and the effort you have put in to organize the entire programme.	But, first of all, I would like to thank you for the time and the effort you have put in to organize the entire programme.
Everything seams very interesting and I am sure that we will all have a very good time.	Everything seams very interesting and I am sure that we will all have a very good time.
Unfortunately I have to suggest a change for the programme for Tuesday the 14th of March.	Unfortunately I have to suggest a change for the programme for Tuesday the 14th of March.
That's because the "Fashion and Leisure Show" takes place that day in London.	That's because the "Fashion and Leisure Show" takes place that day in London.
All of the students - including myself - think of this as a great opportunity that it would be a pitty to miss, especially when students can enter for free.	All of the students - including myself - think of this as a great opportunity that it would be a pity to miss, especially when students can enter for free.
I had to test my limits  once again.	I had to test my limits  once again.
This is my nature.	This is my nature.
I had to see how far I could go this time or, to be more specific, how high!	I had to see how far I could go this time or, to be more specific, how high!
I've always wanted to taste the freedom that birds have, always been interested in listening to my blood pumpping in my vains, full of adrenaline, to let myself free, to shake from excitement.	I've always wanted to taste the freedom that birds have, always been interested in listening to my blood pumping in my veins, full of adrenaline, to let myself free, to shake from excitement.
The home of the future will be very impersonal and the atmosfear will be cold and very essential.	The home of the future will be very impersonal and the atmosphere will be cold and very essential.
Thank you very much.	Thank you very much.
I  apologize For any incovenience and I am waiting for your reply.	I  apologize For any inconvenience and I am waiting for your reply.
First of all, I think they should accept the fact that they are well known and they should be observed all the time, as we are curious to know what they do and we love to gossip about others.	First of all, I think they should accept the fact that they are well known and they should be observed all the time, as we are curious to know what they do and we love to gossip about others.
Moreover, it might be a good thing that scandales usually increase their fame, even if they do something wrong.	Moreover, it might be a good thing that scandals usually increase their fame, even if they do something wrong.
To sum up, although I think they ought to abondone their lives partly when they entre the world of fame, they should take some action against journalists in order to protect their human rights.	To sum up, although I think they ought to abandon their lives partly when they enter the world of fame, they should take some action against journalists in order to protect their human rights.
The whole class and I would like to thank you for the good programm which you have organized for our trip to London.	The whole class and I would like to thank you for the good programme which you have organized for our trip to London.
The reason why I'm writing to you is the class and I have seen an advertisment for the London Fashion and Leisure Show on Tuesday, March 14 from 10.00 am - 7.00 p.m. It is a show about the latest fashions, leisure and sportswear, make-up and hairstyles.	The reason why I'm writing to you is the class and I have seen an advertisement for the London Fashion and Leisure Show on Tuesday, March 14 from 10.00 am - 7.00 p.m. It is a show about the latest fashions, leisure and sportswear, make-up and hairstyles.
We all are interested in fashion and hairstyles and it is a great oppurtunity for us because students do not have to pay and we will know what we can buy on our shopping tour.	We all are interested in fashion and hairstyles and it is a great opportunity for us because students do not have to pay and we will know what we can buy on our shopping tour.
I would like to suggest to you how the programm could be changed.	I would like to suggest to you how the programme could be changed.
Instead of a shopping tour on Tuesday afternoon, we could go to the show and do the shopping on Wedensday afternoon in our free time.	Instead of a shopping tour on Tuesday afternoon, we could go to the show and do the shopping on Wednesday afternoon in our free time.
What do you think about this suggesten?	What do you think about this suggestion?
I hope you will unterstand this kind of matter.	I hope you will understand this kind of matter.
The class and I are looking forward to hearing from you.	The class and I are looking forward to hearing from you.
In the next few years  people's homes will be changing a lot.	In the next few years  people's homes will be changing a lot.
The first point is we will use more often new technologies like telecommunications or the Internet.	The first point is we will use more often new technologies like telecommunications or the Internet.
In the future they both getting closer and closer.	In the future they both getting closer and closer.
That means for exampel, while you are sitting in the office you are able to controll your home with the computer.	That means for example, while you are sitting in the office you are able to control your home with the computer.
You can open and close the windows and switch the light on and off.	You can open and close the windows and switch the light on and off.
Your freezer tells you when you have to buy some milk, eggs or chees.	Your freezer tells you when you have to buy some milk, eggs or cheese.
Or, without leaving the office, you are able to heat the wather for a hot bath.	Or, without leaving the office, you are able to heat the water for a hot bath.
So in fact people's homes will become more confienence and more comfortable.	So in fact people's homes will become more convenient and more comfortable.
I think also housewives will receive more help with a robot in the home.	I think also housewives will receive more help with a robot in the home.
But the form and the rooms of a building will still be the same.	But the form and the rooms of a building will still be the same.
And of course the furniture of people's homes will not change either.	And of course the furniture of people's homes will not change either.
It happened on a very lovly day in summer.	It happened on a very lovely day in summer.
The sun was shining, the Chanel was clear blue and I was walking by the sea.	The sun was shining, the Channel was clear blue and I was walking by the sea.
Suddenly I heard somebody crying for  help.	Suddenly I heard somebody crying for  help.
Not studying for too much I ran as fast as I could directly to where I heard the voice .	Not studying for too much I ran as fast as I could directly to where I heard the voice .
I knew I couldn't swimm so I realized it might be dangerous for me as well.	I knew I couldn't swim so I realized it might be dangerous for me as well.
But at this particular moment it wasn't important to me.	But at this particular moment it wasn't important to me.
The most important thing was a little boy of about ten years old, who was in the watter without his parents and couldn't swimm.	The most important thing was a little boy of about ten years old, who was in the water without his parents and couldn't swim.
It was diffucult for me because I am afraid of watter.	It was difficult for me because I am afraid of water.
However I went quickly to him and took him in my arms.	However I went quickly to him and took him in my arms.
He was exhaused and couldn't breathe.	He was exhausted and couldn't breathe.
In the meantime a man told me he was a doctor and could help the boy.	In the meantime a man told me he was a doctor and could help the boy.
I was very happy that I managed to save the life of the boy.	I was very happy that I managed to save the life of the boy.
Now, when I consider  the events, it's clear to me that if I got there a few minutes later it probably would have been too late.	Now, when I consider  the events, it's clear to me that if I got there a few minutes later it probably would have been too late.
They do everything just for money, and sometimes they can make their life easier than it would normally be.	They do everything just for money, and sometimes they can make their life easier than it would normally be.
It is true, they deserve to have a private life without journalists following them all the time, however this publicity brings them money, and a confortable life.	It is true, they deserve to have a private life without journalists following them all the time, however this publicity brings them money, and a comfortable life.
They can travel around the world, buy everything, it is a good life, but at the same time, they must be  very good peaple, because " Fame" is just for a short time, nothing lasts forever in this world.	They can travel around the world, buy everything, it is a good life, but at the same time, they must be  very good people, because " Fame" is just for a short time, nothing lasts forever in this world.
I would not really like to be a famous person, because you are not really yourselfh, and for me that is the most important thing.	I would not really like to be a famous person, because you are not really yourself, and for me that is the most important thing.
I would like to thank you for the programme which you have organised for our English class.	I would like to thank you for the programme which you have organised for our English class.
It sounds very promissing, especially the trip to Greenwich.	It sounds very promising, especially the trip to Greenwich.
With this letter I would like to ask you if you wuld change it because we saw in the London Advertiser an advertisement for the London Fashion and Leisure Show.	With this letter I would like to ask you if you would change it because we saw in the London Advertiser an advertisement for the London Fashion and Leisure Show.
The show is on Tuesday, March 14th, from 10.00-19.00 in the Central Exibition Hall.	The show is on Tuesday, March 14th, from 10.00-19.00 in the Central Exhibition Hall.
They are going to show the latest fashions, leisure and sports wear, make-up and new hairstyles.	They are going to show the latest fashions, leisure and sports wear, make-up and new hairstyles.
Yours sincierly,	Yours sincerely,
It was dangerous, but I knew I had to do it.	It was dangerous, but I knew I had to do it.
It was a normal Saturday morning.	It was a normal Saturday morning.
My mam was cooking and my dad was sitting in his chair reading a book.	My mam was cooking and my dad was sitting in his chair reading a book.
I knew that my brother was at home, althoug I didn't know where he was.	I knew that my brother was at home, although I didn't know where he was.
I was doing my homework when I heard an explosion.	I was doing my homework when I heard an explosion.
I came out of my room and I saw my brother n fire.	I came out of my room and I saw my brother on fire.
He was playing with fire and alcohol in the bathroom.	He was playing with fire and alcohol in the bathroom.
My first reaction was to put him on the floor so that the fire could be put out.	My first reaction was to put him on the floor so that the fire could be put out.
He was screaming because he was in such  great pain.	He was screaming because he was in such  great pain.
I look farward to hearing from you.	I look forward to hearing from you.
They found hime two months later and six months later he was in jail.	They found him two months later and six months later he was in jail.
To forget everything, I moved to Irkind with my sister to a small house in the countryside.	To forget everything, I moved to Irkind with my sister to a small house in the countryside.
Everything was going on, when one day, I went into the house and found my mother sitting in a chair reading a book, with blood all around her.	Everything was going on, when one day, I went into the house and found my mother sitting in a chair reading a book, with blood all around her.
On the other hand, it would not be changed.	On the other hand, it would not be changed.
Somehow I could say that the main appliances would retain the same working structure.	Somehow I could say that the main appliances would retain the same working structure.
it only just might be changed the design of things such as a triangular talking oven.	it only just might be changed the design of things such as a triangular talking oven.
Despite being used in many ways, it could entartian us as well.	Despite being used in many ways, it could entertain us as well.
On balance I would accept whatever could make my life easier to live.	On balance I would accept whatever could make my life easier to live.
I wouldn't mind having things talking  around me.	I wouldn't mind having things talking  around me.
It would be enjoyable to have virtual friends in my house.	It would be enjoyable to have virtual friends in my house.
Although I imagine them in my house in my future, I am sure I would be suprised if I had them.	Although I imagine them in my house in my future, I am sure I would be surprised if I had them.
Thank you very much for the many interesting positions in this schedule, especially the river trip to Greenwich, which, we are shure, will be very exciting.	Thank you very much for the many interesting positions in this schedule, especially the river trip to Greenwich, which, we are sure, will be very exciting.
I would like to inform you that we have seen an advertisement for the "London Fashion and Laisure Show" and we have found it very interesting.	I would like to inform you that we have seen an advertisement for the "London Fashion and Leisure Show" and we have found it very interesting.
There will be a lot of show for instance latest fashions, leisure and sports wear, make-up and hairstyles.	There will be a lot of show for instance latest fashions, leisure and sports wear, make-up and hairstyles.
I would like to say that it is very important for us to be there and it could be a great opportunity, because  entrance is free for students.	I would like to say that it is very important for us to be there and it could be a great opportunity, because  entrance is free for students.
The event is planned for the 14th of March between 10.00 and 19.00.	The event is planned for the 14th of March between 10.00 and 19.00.
If it is possible we would like to ask you to change your programme.	If it is possible we would like to ask you to change your programme.
We would be able to visit the Science Museum on Wednesday afternoon.	We would be able to visit the Science Museum on Wednesday afternoon.
We have checked that it is open every day.	We have checked that it is open every day.
As you know we are the best students in our school and it would be a nice reward for our work during this year.	As you know we are the best students in our school and it would be a nice reward for our work during this year.
I would b grateful if you would consider our suggestions.	I would be grateful if you would consider our suggestions.
Suddenly I heard a noice from my garden and I wanted to know what it was, but it was impossible to do it.	Suddenly I heard a noise from my garden and I wanted to know what it was, but it was impossible to do it.
My dog was very angry.	My dog was very angry.
I was affraid that someone was near my house and wanted to get into my house.	I was afraid that someone was near my house and wanted to get into my house.
I was very frethend, but I knew that I had to do something.	I was very frightened, but I knew that I had to do something.
I had no time to call anyone and I had to go to my kitchen to see what it was.	I had no time to call anyone and I had to go to my kitchen to see what it was.
I stood against the window and I started to listen.	I stood against the window and I started to listen.
I was shure there was someone on the other side of the wall.	I was sure there was someone on the other side of the wall.
First, all the students and I would like to thank you for this great idea of a trip to London for three days.	First, all the students and I would like to thank you for this great idea of a trip to London for three days.
The programme is very exating and interesting, especially the river trip to Greenwich.	The programme is very exciting and interesting, especially the river trip to Greenwich.
By contrast, in the future, I guess we would rather go back to the acient time, owing to have natural life style.	By contrast, in the future, I guess we would rather go back to the ancient time, owing to have natural life style.
We will be unwilling to give  housework away.	We will be unwilling to give  housework away.
Dear Mr Robertson, one of the reasons that we are writing this letter to you is because we would like to thank you for this short trip to London.	Dear Mr Robertson, one of the reasons that we are writing this letter to you is because we would like to thank you for this short trip to London.
We believe that the programme is very cood and well organised and we would like to thank you one more time especially for that.	We believe that the programme is very good and well organised and we would like to thank you one more time especially for that.
The exhibition is caud the London Fashion and Leisure Show and it takes place at the Central Exhibition hall, in London, From 10.00 till 19.00.	The exhibition is called the London Fashion and Leisure Show and it takes place at the Central Exhibition hall, in London, From 10.00 till 19.00.
Of course if you are in the public eye, the reasons why you want privacy are different, because if you are a politician, for  exmaple, you fear for your life.	Of course if you are in the public eye, the reasons why you want privacy are different, because if you are a politician, for  example, you fear for your life.
You need to protect your life from any danger.	You need to protect your life from any danger.
Becaue	Because
I would like to thank you for organising a nice programme for us.	I would like to thank you for organising a nice programme for us.
In particular, going to the Museum and the Art Gallery will be a great oppotunity for all of us, as they are world-famous places in London.	In particular, going to the Museum and the Art Gallery will be a great opportunity for all of us, as they are world-famous places in London.
However, there is something I need to ask you.	However, there is something I need to ask you.
It was a horrible day, the day I left my key at home!	It was a horrible day, the day I left my key at home!
There was nobody to let me in, no way to contact  my parents.	There was nobody to let me in, no way to contact  my parents.
What I decided to do was to get into the house by climbing on the roof because I knew one of the windows was unlocked.	What I decided to do was to get into the house by climbing on the roof because I knew one of the windows was unlocked.
First, I climbed the tree in the garden.	First, I climbed the tree in the garden.
It was okay, beause I was quite good at that, but the problem was that I had to jump onto the roof!	It was okay, because I was quite good at that, but the problem was that I had to jump onto the roof!
It had been raining, the previous day, so the roof was slippy!	It had been raining, the previous day, so the roof was slippery!
I managed to do that although I cut my knee!	I managed to do that although I cut my knee!
I walked on the roof carefully, so as not to slip.	I walked on the roof carefully, so as not to slip.
I was extremely happy when I got into the house.	I was extremely happy when I got into the house.
It was a scary, but thrilling and exciting incident!	It was a scary, but thrilling and exciting incident!
I am glad about the three-day trip to London.	I am glad about the three-day trip to London.
I have seen your itinerary for the trip.	I have seen your itinerary for the trip.
It is really intresting.	It is really interesting.
The show is on 14th March on Tuesday.	The show is on 14th March on Tuesday.
That is  the second day of our trip and it starts at 10.00 in the morning and lasts untill 19.00.	That is  the second day of our trip and it starts at 10.00 in the morning and lasts until 19.00.
My friends told me that if we wake up early on Tuesday we can go to the Science Museum at about 8.00 in the morning.	My friends told me that if we wake up early on Tuesday we can go to the Science Museum at about 8.00 in the morning.
Your afternoon plan is to go shopping but we can do our shopping on Wednesday afternoon because we will have  some free time on Wednesday.	Your afternoon plan is to go shopping but we can do our shopping on Wednesday afternoon because we will have  some free time on Wednesday.
But we can't stop  these technological improvements.	But we can't stop  these technological improvements.
We should use them in positif ways.	We should use them in positive ways.
When people use  technology they should know that it is not everything.	When people use  technology they should know that it is not everything.
They should seek  another life outside their homes.	They should seek  another life outside their homes.
I guess that with technology people will spend much more of their life in their homes.	I guess that with technology people will spend much more of their life in their homes.
It doesn't seem right to me.	It doesn't seem right to me.
Our homes should just protect us from dangeres from outside.	Our homes should just protect us from dangers from outside.
But I believe humans will never forget what they used to be.	But I believe humans will never forget what they used to be.
Mankind has always been seeking different things.	Mankind has always been seeking different things.
We are learning a lot of things about life and we are practising these things.	We are learning a lot of things about life and we are practising these things.
In the future life will be more artifitual than it was .	In the future life will be more artificial than it was .
I need some more information about the programme.	I need some more information about the programme.
Because  my class want to go to the London Fashion and Leisure show during your programme and we need some timetables and frieds to go there.	Because  my class want to go to the London Fashion and Leisure show during your programme and we need some timetables and frieds to go there.
You didn't tell us any details about how much the ticket costs  to go in siend.	You didn't tell us any details about how much the ticket costs  to go inside.
In my class room somary people stay outside London about 50% in my class room and everyone is verry worried about how  they can stay for three days in London.	In my class room somary people stay outside London about 50% in my class room and everyone is very worried about how  they can stay for three days in London.
Can you tell us about this?	Can you tell us about this?
And we're very excited about your programme.	And we're very excited about your programme.
And then we want to know about Fashion and Leisure in your information For Students Free.	And then we want to know about Fashion and Leisure in your information For Students Free.
We don't play any ticket and in your information you tell us that on Monday morning we are going by bus.	We don't play any ticket and in your information you tell us that on Monday morning we are going by bus.
Could you tell us some more details about the morning.	Could you tell us some more details about the morning.
And we want to know about on Tuesday Afternoon you tell For shopping we don't know about where about shopping in London.	And we want to know about on Tuesday Afternoon you tell For shopping we don't know about where about shopping in London.
Becauses in London there are a lot of shopping places, can you tell us about shopping and the time For spend or day?	Because in London there are a lot of shopping places, can you tell us about shopping and the time For spend or day?
If I tell someting in the college baby someone like or dislike about my story but I think my story it very good for someone.	If I tell something in the college baby someone like or dislike about my story but I think my story it very good for someone.
The fridge, the television, the stove and the hi-fi equipment will be attached to a computer network.	The fridge, the television, the stove and the hi-fi equipment will be attached to a computer network.
Every electronic gadget in the futur home will be able to comunicate with other machines or computers.	Every electronic gadget in the future home will be able to communicate with other machines or computers.
It will be possible to connect to the Internet from nearly everywhere in the house or flat.	It will be possible to connect to the Internet from nearly everywhere in the house or flat.
I'm sure all the things which are based on electronic parts will totally change.	I'm sure all the things which are based on electronic parts will totally change.
Also the aspects of security within people's homes.	Also the aspects of security within people's homes.
I would like to tell you about the show which we would like to see: It is "The London Fashion and Leisure Show", which is going to take place at the Central Exibition Hall in London, on Tuesday the 14th March, between 10.00 and 19.00.	I would like to tell you about the show which we would like to see: It is "The London Fashion and Leisure Show", which is going to take place at the Central Exhibition Hall in London, on Tuesday the 14th March, between 10.00 and 19.00.
The latest fashions, leisure and sports wear, make-up and hairstyles will be shown on this occasion.	The latest fashions, leisure and sports wear, make-up and hairstyles will be shown on this occasion.
We think that this is a great opportunity because it takes place only once a year and, on top of all that, it is free for students.	We think that this is a great opportunity because it takes place only once a year and, on top of all that, it is free for students.
Concerning your advertisement, we were pleased to learn that we can do some different activities in London, which include  sightseeing by bus, a River trip to Greenwich, visiting the Science Museum and National Art Gallery and so on.	Concerning your advertisement, we were pleased to learn that we can do some different activities in London, which include  sightseeing by bus, a River trip to Greenwich, visiting the Science Museum and National Art Gallery and so on.
The point is, The London Fashion and Leisure show will be fantastic.	The point is, The London Fashion and Leisure show will be fantastic.
At this we can see the latest fashions, imagintive make-up and hairstyles.	At this we can see the latest fashions, imaginative make-up and hairstyles.
What is more they are the Leisure and sports wear, which we are keen on seeing .	What is more they are the Leisure and sports wear, which we are keen on seeing .
In your advertisement, you have written "The show will be held in the Central Exhibition hall in London.	In your advertisement, you have written "The show will be held in the Central Exhibition hall in London.
It runs from 10 am to 7 pm on 14th March."	It runs from 10 am to 7 pm on 14th March."
I am sorry to cause you inconveint.	I am sorry to cause you inconvenience.
